frame_0	frame_1
crops/pi_b/20200811/122013	crops/pi_b/20200811/122008
crops/pi_b/20200807/091944	crops/pi_b/20200807/091947
crops/pi_b/20200802/093703	crops/pi_b/20200802/093713
crops/pi_b/20200807/112505	crops/pi_b/20200807/112509
crops/pi_b/20200807/090353	crops/pi_b/20200807/090348
crops/pi_c/20200729/110450	crops/pi_c/20200729/110500
crops/pi_c/20180927/151638	crops/pi_c/20180927/151648
crops/pi_b/20200802/094146	crops/pi_b/20200802/094135
crops/pi_b/20200811/122139	crops/pi_b/20200811/122136
crops/pi_b/20200807/114140	crops/pi_b/20200807/114135
crops/pi_b/20200807/112913	crops/pi_b/20200807/112918
crops/pi_a/20200802/103153	crops/pi_a/20200802/103204
crops/pi_b/20200807/090539	crops/pi_b/20200807/090534
crops/pi_b/20200802/101522	crops/pi_b/20200802/101533
crops/pi_a/20200802/102323	crops/pi_a/20200802/102313
crops/pi_a/20200802/092436	crops/pi_a/20200802/092447
crops/pi_b/20200811/080921	crops/pi_b/20200811/080925
crops/pi_b/20200807/075844	crops/pi_b/20200807/075849
crops/pi_a/20200802/095900	crops/pi_a/20200802/095911
crops/pi_b/20200806/082441	crops/pi_b/20200806/082436
crops/pi_b/20200807/114452	crops/pi_b/20200807/114457
crops/pi_b/20200802/093902	crops/pi_b/20200802/093913
crops/pi_b/20200807/081929	crops/pi_b/20200807/081935
crops/pi_c/20180927/082722	crops/pi_c/20180927/082732
crops/pi_b/20200807/114333	crops/pi_b/20200807/114329
crops/pi_b/20200811/080925	crops/pi_b/20200811/080929
crops/pi_b/20200811/075043	crops/pi_b/20200811/075048
crops/pi_a/20200802/103110	crops/pi_a/20200802/103059
crops/pi_b/20200807/090511	crops/pi_b/20200807/090516
crops/pi_b/20200807/114923	crops/pi_b/20200807/114928
crops/pi_b/20200802/095945	crops/pi_b/20200802/095934
crops/pi_b/20200802/095745	crops/pi_b/20200802/095756
crops/pi_b/20200811/123023	crops/pi_b/20200811/123028
crops/pi_b/20200811/085131	crops/pi_b/20200811/085127
crops/pi_a/20200802/093706	crops/pi_a/20200802/093717
crops/pi_b/20200802/101544	crops/pi_b/20200802/101555
crops/pi_b/20200807/112754	crops/pi_b/20200807/112748
crops/pi_b/20200811/083728	crops/pi_b/20200811/083732
crops/pi_b/20200807/081537	crops/pi_b/20200807/081541
crops/pi_b/20200811/084805	crops/pi_b/20200811/084810
crops/pi_b/20200807/114333	crops/pi_b/20200807/114337
crops/pi_c/20180927/082544	crops/pi_c/20180927/082533
crops/pi_b/20200802/093441	crops/pi_b/20200802/093452
crops/pi_b/20200811/104732	crops/pi_b/20200811/104736
crops/pi_b/20200802/095618	crops/pi_b/20200802/095629
crops/pi_b/20200807/080210	crops/pi_b/20200807/080216
crops/pi_b/20200811/104555	crops/pi_b/20200811/104600
crops/pi_b/20200802/093913	crops/pi_b/20200802/093924
crops/pi_b/20200802/094357	crops/pi_b/20200802/094408
crops/pi_b/20200807/114530	crops/pi_b/20200807/114534
crops/pi_b/20200807/080124	crops/pi_b/20200807/080129
crops/pi_c/20200801/101550	crops/pi_c/20200801/101600
crops/pi_a/20200802/102501	crops/pi_a/20200802/102450
crops/pi_c/20200729/121130	crops/pi_c/20200729/121140
crops/pi_b/20200807/090631	crops/pi_b/20200807/090627
crops/pi_b/20200807/081654	crops/pi_b/20200807/081659
crops/pi_b/20200811/110453	crops/pi_b/20200811/110457
crops/pi_b/20200811/122810	crops/pi_b/20200811/122815
crops/pi_b/20200807/112816	crops/pi_b/20200807/112812
crops/pi_b/20200807/112908	crops/pi_b/20200807/112904
crops/pi_b/20200802/085737	crops/pi_b/20200802/085748
crops/pi_b/20200806/115541	crops/pi_b/20200806/115546
crops/pi_b/20200802/094208	crops/pi_b/20200802/094219
crops/pi_b/20200811/083637	crops/pi_b/20200811/083641
crops/pi_b/20200811/074818	crops/pi_b/20200811/074822
crops/pi_a/20200802/094714	crops/pi_a/20200802/094703
crops/pi_a/20200802/102030	crops/pi_a/20200802/102019
crops/pi_b/20200806/115605	crops/pi_b/20200806/115609
crops/pi_b/20200807/082228	crops/pi_b/20200807/082222
crops/pi_a/20200802/104559	crops/pi_a/20200802/104609
crops/pi_b/20200811/090931	crops/pi_b/20200811/090926
crops/pi_a/20200802/102323	crops/pi_a/20200802/102334
crops/pi_b/20200807/111738	crops/pi_b/20200807/111743
crops/pi_b/20200806/095621	crops/pi_b/20200806/095625
crops/pi_b/20200811/075103	crops/pi_b/20200811/075057
crops/pi_b/20200806/102135	crops/pi_b/20200806/102140
crops/pi_b/20200806/102352	crops/pi_b/20200806/102346
crops/pi_b/20200802/101733	crops/pi_b/20200802/101722
crops/pi_b/20200802/090126	crops/pi_b/20200802/090137
crops/pi_b/20200807/110938	crops/pi_b/20200807/110934
crops/pi_b/20200806/115619	crops/pi_b/20200806/115615
crops/pi_b/20200802/091209	crops/pi_b/20200802/091220
crops/pi_b/20200807/111546	crops/pi_b/20200807/111541
crops/pi_b/20200807/114534	crops/pi_b/20200807/114538
crops/pi_a/20200802/103153	crops/pi_a/20200802/103142
crops/pi_b/20200807/112702	crops/pi_b/20200807/112707
crops/pi_b/20200811/122942	crops/pi_b/20200811/122937
crops/pi_b/20200811/082238	crops/pi_b/20200811/082244
crops/pi_b/20200811/122623	crops/pi_b/20200811/122629
crops/pi_b/20200807/112707	crops/pi_b/20200807/112712
crops/pi_b/20200811/074516	crops/pi_b/20200811/074521
crops/pi_b/20200802/100955	crops/pi_b/20200802/101006
crops/pi_b/20200807/080338	crops/pi_b/20200807/080343
crops/pi_b/20200807/114420	crops/pi_b/20200807/114415
crops/pi_b/20200807/080330	crops/pi_b/20200807/080326
crops/pi_b/20200811/121356	crops/pi_b/20200811/121401
crops/pi_a/20200802/103341	crops/pi_a/20200802/103352
crops/pi_b/20200807/111200	crops/pi_b/20200807/111155
crops/pi_b/20200802/082855	crops/pi_b/20200802/082906
crops/pi_b/20200807/082448	crops/pi_b/20200807/082452
crops/pi_b/20200807/085056	crops/pi_b/20200807/085101
crops/pi_b/20200811/082755	crops/pi_b/20200811/082750
crops/pi_b/20200811/124026	crops/pi_b/20200811/124022
crops/pi_b/20200811/084826	crops/pi_b/20200811/084830
crops/pi_b/20200807/104948	crops/pi_b/20200807/104944
crops/pi_b/20200806/082414	crops/pi_b/20200806/082418
crops/pi_b/20200802/091042	crops/pi_b/20200802/091053
crops/pi_a/20200802/101831	crops/pi_a/20200802/101820
crops/pi_b/20200807/080312	crops/pi_b/20200807/080307
crops/pi_b/20200811/085400	crops/pi_b/20200811/085356
crops/pi_b/20200801/092946	crops/pi_b/20200801/092936
crops/pi_b/20200807/113415	crops/pi_b/20200807/113419
crops/pi_b/20200807/112316	crops/pi_b/20200807/112310
crops/pi_b/20200807/112740	crops/pi_b/20200807/112744
crops/pi_b/20200811/085415	crops/pi_b/20200811/085409
crops/pi_b/20200807/082733	crops/pi_b/20200807/082739
crops/pi_b/20200802/095040	crops/pi_b/20200802/095029
crops/pi_b/20200811/085050	crops/pi_b/20200811/085055
crops/pi_a/20200802/104504	crops/pi_a/20200802/104454
crops/pi_b/20200807/114348	crops/pi_b/20200807/114352
crops/pi_b/20200802/101638	crops/pi_b/20200802/101649
crops/pi_b/20200806/101533	crops/pi_b/20200806/101529
crops/pi_b/20200811/083604	crops/pi_b/20200811/083609
crops/pi_b/20200807/090608	crops/pi_b/20200807/090602
crops/pi_c/20200729/105020	crops/pi_c/20200729/105010
crops/pi_b/20200807/075516	crops/pi_b/20200807/075521
crops/pi_b/20200802/100650	crops/pi_b/20200802/100639
crops/pi_c/20180927/164353	crops/pi_c/20180927/164404
crops/pi_b/20200802/093514	crops/pi_b/20200802/093524
crops/pi_b/20200811/081953	crops/pi_b/20200811/081957
crops/pi_b/20200811/122633	crops/pi_b/20200811/122629
crops/pi_b/20200811/114832	crops/pi_b/20200811/114836
crops/pi_b/20200811/090225	crops/pi_b/20200811/090220
crops/pi_a/20200802/093423	crops/pi_a/20200802/093412
crops/pi_c/20200801/101610	crops/pi_c/20200801/101620
crops/pi_b/20200807/113336	crops/pi_b/20200807/113342
crops/pi_b/20200811/103911	crops/pi_b/20200811/103906
crops/pi_c/20200801/093030	crops/pi_c/20200801/093040
crops/pi_b/20200806/111255	crops/pi_b/20200806/111259
crops/pi_b/20200807/100252	crops/pi_b/20200807/100257
crops/pi_b/20200802/101606	crops/pi_b/20200802/101617
crops/pi_b/20200802/093808	crops/pi_b/20200802/093757
crops/pi_a/20200802/103436	crops/pi_a/20200802/103447
crops/pi_a/20200802/100121	crops/pi_a/20200802/100110
crops/pi_b/20200811/090206	crops/pi_b/20200811/090202
crops/pi_b/20200802/093430	crops/pi_b/20200802/093419
crops/pi_b/20200802/093946	crops/pi_b/20200802/093935
crops/pi_b/20200807/112859	crops/pi_b/20200807/112904
crops/pi_c/20180927/083015	crops/pi_c/20180927/083004
crops/pi_b/20200807/112839	crops/pi_b/20200807/112844
crops/pi_a/20200802/095534	crops/pi_a/20200802/095523
crops/pi_b/20200807/113332	crops/pi_b/20200807/113336
crops/pi_b/20200807/085304	crops/pi_b/20200807/085309
crops/pi_b/20200811/075239	crops/pi_b/20200811/075235
crops/pi_b/20200807/081810	crops/pi_b/20200807/081815
crops/pi_a/20200802/104243	crops/pi_a/20200802/104233
crops/pi_b/20200811/082012	crops/pi_b/20200811/082016
crops/pi_b/20200806/082539	crops/pi_b/20200806/082534
crops/pi_b/20200811/081703	crops/pi_b/20200811/081658
crops/pi_b/20200807/075639	crops/pi_b/20200807/075643
crops/pi_b/20200811/081937	crops/pi_b/20200811/081943
crops/pi_a/20200802/104012	crops/pi_a/20200802/104023
crops/pi_b/20200807/112239	crops/pi_b/20200807/112235
crops/pi_b/20200811/081653	crops/pi_b/20200811/081658
crops/pi_b/20200807/081621	crops/pi_b/20200807/081625
crops/pi_b/20200802/085843	crops/pi_b/20200802/085854
crops/pi_b/20200807/091923	crops/pi_b/20200807/091918
crops/pi_a/20200802/092635	crops/pi_a/20200802/092646
crops/pi_c/20200801/092320	crops/pi_c/20200801/092330
crops/pi_b/20200807/081615	crops/pi_b/20200807/081609
crops/pi_b/20200807/091944	crops/pi_b/20200807/091939
crops/pi_b/20200802/081846	crops/pi_b/20200802/081856
crops/pi_c/20200801/094010	crops/pi_c/20200801/094020
crops/pi_c/20200801/094820	crops/pi_c/20200801/094810
crops/pi_b/20200802/083706	crops/pi_b/20200802/083717
crops/pi_b/20200807/082342	crops/pi_b/20200807/082338
crops/pi_b/20200811/075216	crops/pi_b/20200811/075212
crops/pi_b/20200811/082851	crops/pi_b/20200811/082845
crops/pi_b/20200806/082008	crops/pi_b/20200806/082003
crops/pi_a/20200802/093517	crops/pi_a/20200802/093528
crops/pi_b/20200807/082212	crops/pi_b/20200807/082208
crops/pi_a/20200802/095124	crops/pi_a/20200802/095135
crops/pi_b/20200811/085514	crops/pi_b/20200811/085520
crops/pi_b/20200806/111122	crops/pi_b/20200806/111128
crops/pi_c/20200801/093410	crops/pi_c/20200801/093420
crops/pi_b/20200806/111406	crops/pi_b/20200806/111412
crops/pi_b/20200802/090010	crops/pi_b/20200802/090021
crops/pi_b/20200802/100617	crops/pi_b/20200802/100606
crops/pi_b/20200807/105027	crops/pi_b/20200807/105032
crops/pi_b/20200807/113223	crops/pi_b/20200807/113228
crops/pi_b/20200807/095000	crops/pi_b/20200807/095006
crops/pi_b/20200806/102101	crops/pi_b/20200806/102057
crops/pi_a/20200802/101505	crops/pi_a/20200802/101515
crops/pi_c/20200801/100440	crops/pi_c/20200801/100450
crops/pi_b/20200802/091115	crops/pi_b/20200802/091104
crops/pi_b/20200807/081441	crops/pi_b/20200807/081446
crops/pi_b/20200807/112125	crops/pi_b/20200807/112131
crops/pi_b/20200807/082134	crops/pi_b/20200807/082129
crops/pi_b/20200802/092747	crops/pi_b/20200802/092758
crops/pi_a/20200802/103635	crops/pi_a/20200802/103624
crops/pi_c/20200801/101220	crops/pi_c/20200801/101230
crops/pi_a/20200802/094746	crops/pi_a/20200802/094757
crops/pi_a/20200802/102240	crops/pi_a/20200802/102229
crops/pi_b/20200802/085705	crops/pi_b/20200802/085716
crops/pi_b/20200811/092859	crops/pi_b/20200811/092904
crops/pi_b/20200811/075652	crops/pi_b/20200811/075646
crops/pi_b/20200801/104255	crops/pi_b/20200801/104306
crops/pi_b/20200811/121356	crops/pi_b/20200811/121351
crops/pi_a/20200802/100458	crops/pi_a/20200802/100509
crops/pi_c/20200801/093110	crops/pi_c/20200801/093120
crops/pi_a/20200802/104841	crops/pi_a/20200802/104852
crops/pi_b/20200811/075704	crops/pi_b/20200811/075710
crops/pi_b/20200811/082423	crops/pi_b/20200811/082429
crops/pi_b/20200807/082807	crops/pi_b/20200807/082812
crops/pi_b/20200811/082836	crops/pi_b/20200811/082840
crops/pi_b/20200802/082506	crops/pi_b/20200802/082455
crops/pi_b/20200807/094619	crops/pi_b/20200807/094624
crops/pi_a/20200802/094746	crops/pi_a/20200802/094736
crops/pi_b/20200811/074950	crops/pi_b/20200811/074955
crops/pi_b/20200807/114800	crops/pi_b/20200807/114805
crops/pi_b/20200811/122439	crops/pi_b/20200811/122444
crops/pi_b/20200807/111127	crops/pi_b/20200807/111132
crops/pi_b/20200802/091053	crops/pi_b/20200802/091104
crops/pi_b/20200802/082117	crops/pi_b/20200802/082128
crops/pi_a/20200802/093234	crops/pi_a/20200802/093245
crops/pi_b/20200802/091158	crops/pi_b/20200802/091209
crops/pi_b/20200811/103920	crops/pi_b/20200811/103916
crops/pi_b/20200807/082105	crops/pi_b/20200807/082101
crops/pi_b/20200807/095011	crops/pi_b/20200807/095006
crops/pi_b/20200807/113101	crops/pi_b/20200807/113106
crops/pi_b/20200811/122401	crops/pi_b/20200811/122405
crops/pi_a/20200802/091132	crops/pi_a/20200802/091121
crops/pi_a/20200802/103258	crops/pi_a/20200802/103309
crops/pi_a/20200802/094903	crops/pi_a/20200802/094913
crops/pi_b/20200807/080338	crops/pi_b/20200807/080334
crops/pi_a/20200802/103918	crops/pi_a/20200802/103928
crops/pi_c/20200801/094450	crops/pi_c/20200801/094440
crops/pi_a/20200802/103309	crops/pi_a/20200802/103320
crops/pi_a/20200802/095146	crops/pi_a/20200802/095157
crops/pi_c/20180927/151240	crops/pi_c/20180927/151250
crops/pi_c/20180927/082722	crops/pi_c/20180927/082711
crops/pi_b/20200801/093837	crops/pi_b/20200801/093826
crops/pi_b/20200807/082812	crops/pi_b/20200807/082816
crops/pi_b/20200801/093417	crops/pi_b/20200801/093428
crops/pi_b/20200807/112344	crops/pi_b/20200807/112349
crops/pi_a/20200802/095900	crops/pi_a/20200802/095849
crops/pi_b/20200807/111954	crops/pi_b/20200807/111959
crops/pi_b/20200807/082458	crops/pi_b/20200807/082503
crops/pi_a/20200802/094348	crops/pi_a/20200802/094337
crops/pi_b/20200811/090147	crops/pi_b/20200811/090151
crops/pi_b/20200807/081436	crops/pi_b/20200807/081441
crops/pi_b/20200802/092652	crops/pi_b/20200802/092641
crops/pi_b/20200806/081937	crops/pi_b/20200806/081933
crops/pi_b/20200807/081909	crops/pi_b/20200807/081904
crops/pi_b/20200802/091809	crops/pi_b/20200802/091758
crops/pi_b/20200806/082555	crops/pi_b/20200806/082600
crops/pi_b/20200806/094824	crops/pi_b/20200806/094829
crops/pi_b/20200811/083156	crops/pi_b/20200811/083201
crops/pi_b/20200807/075716	crops/pi_b/20200807/075721
crops/pi_b/20200807/112554	crops/pi_b/20200807/112549
crops/pi_b/20200801/104423	crops/pi_b/20200801/104434
crops/pi_b/20200811/092904	crops/pi_b/20200811/092910
crops/pi_b/20200807/112821	crops/pi_b/20200807/112816
crops/pi_b/20200811/074832	crops/pi_b/20200811/074827
crops/pi_b/20200807/082402	crops/pi_b/20200807/082407
crops/pi_b/20200802/101744	crops/pi_b/20200802/101754
crops/pi_b/20200807/112404	crops/pi_b/20200807/112359
crops/pi_b/20200807/081104	crops/pi_b/20200807/081108
crops/pi_a/20200802/100614	crops/pi_a/20200802/100625
crops/pi_b/20200802/083622	crops/pi_b/20200802/083633
crops/pi_a/20200802/095313	crops/pi_a/20200802/095324
crops/pi_b/20200802/092503	crops/pi_b/20200802/092514
crops/pi_b/20200807/081228	crops/pi_b/20200807/081234
crops/pi_b/20200807/113141	crops/pi_b/20200807/113135
crops/pi_a/20200802/102722	crops/pi_a/20200802/102733
crops/pi_a/20200802/103048	crops/pi_a/20200802/103059
crops/pi_a/20200802/094105	crops/pi_a/20200802/094115
crops/pi_b/20200807/094600	crops/pi_b/20200807/094605
crops/pi_b/20200807/085034	crops/pi_b/20200807/085038
crops/pi_b/20200807/081625	crops/pi_b/20200807/081631
crops/pi_a/20200802/094841	crops/pi_a/20200802/094852
crops/pi_b/20200806/104933	crops/pi_b/20200806/104938
crops/pi_b/20200802/100534	crops/pi_b/20200802/100523
crops/pi_a/20200802/094536	crops/pi_a/20200802/094525
crops/pi_a/20200802/100447	crops/pi_a/20200802/100436
crops/pi_b/20200806/102237	crops/pi_b/20200806/102243
crops/pi_b/20200802/083833	crops/pi_b/20200802/083844
crops/pi_a/20200802/094032	crops/pi_a/20200802/094021
crops/pi_a/20200802/104348	crops/pi_a/20200802/104338
crops/pi_b/20200811/103431	crops/pi_b/20200811/103435
crops/pi_c/20180927/083329	crops/pi_c/20180927/083340
crops/pi_c/20180927/164751	crops/pi_c/20180927/164802
crops/pi_b/20200806/102110	crops/pi_b/20200806/102105
crops/pi_b/20200802/090726	crops/pi_b/20200802/090715
crops/pi_b/20200811/090519	crops/pi_b/20200811/090524
crops/pi_b/20200811/075636	crops/pi_b/20200811/075641
crops/pi_a/20200802/100005	crops/pi_a/20200802/100016
crops/pi_b/20200811/094539	crops/pi_b/20200811/094534
crops/pi_b/20200807/112203	crops/pi_b/20200807/112207
crops/pi_b/20200807/085507	crops/pi_b/20200807/085512
crops/pi_b/20200811/090326	crops/pi_b/20200811/090331
crops/pi_b/20200807/102953	crops/pi_b/20200807/102948
crops/pi_b/20200802/091231	crops/pi_b/20200802/091220
crops/pi_b/20200811/123823	crops/pi_b/20200811/123829
crops/pi_a/20200802/094126	crops/pi_a/20200802/094137
crops/pi_a/20200802/093811	crops/pi_a/20200802/093822
crops/pi_b/20200802/090148	crops/pi_b/20200802/090159
crops/pi_a/20200802/101620	crops/pi_a/20200802/101631
crops/pi_b/20200811/082350	crops/pi_b/20200811/082355
crops/pi_b/20200807/111140	crops/pi_b/20200807/111145
crops/pi_a/20200802/092403	crops/pi_a/20200802/092414
crops/pi_b/20200802/092358	crops/pi_b/20200802/092409
crops/pi_a/20200802/104149	crops/pi_a/20200802/104200
crops/pi_b/20200802/095018	crops/pi_b/20200802/095029
crops/pi_b/20200801/104601	crops/pi_b/20200801/104612
crops/pi_b/20200811/114629	crops/pi_b/20200811/114625
crops/pi_c/20180927/082523	crops/pi_c/20180927/082533
crops/pi_b/20200811/083515	crops/pi_b/20200811/083510
crops/pi_b/20200811/085424	crops/pi_b/20200811/085430
crops/pi_b/20200802/090642	crops/pi_b/20200802/090653
crops/pi_c/20200729/121150	crops/pi_c/20200729/121140
crops/pi_b/20200807/075800	crops/pi_b/20200807/075805
crops/pi_c/20200801/093900	crops/pi_c/20200801/093850
crops/pi_b/20200807/081914	crops/pi_b/20200807/081920
crops/pi_b/20200811/082433	crops/pi_b/20200811/082439
crops/pi_c/20200801/092750	crops/pi_c/20200801/092740
crops/pi_b/20200806/102426	crops/pi_b/20200806/102432
crops/pi_b/20200811/114629	crops/pi_b/20200811/114633
crops/pi_b/20200801/094342	crops/pi_b/20200801/094353
crops/pi_a/20200802/104631	crops/pi_a/20200802/104620
crops/pi_c/20200801/095910	crops/pi_c/20200801/095920
crops/pi_b/20200807/095325	crops/pi_b/20200807/095329
crops/pi_b/20200807/112334	crops/pi_b/20200807/112339
crops/pi_b/20200807/080033	crops/pi_b/20200807/080029
crops/pi_b/20200807/112024	crops/pi_b/20200807/112030
crops/pi_a/20200802/100646	crops/pi_a/20200802/100635
crops/pi_b/20200811/122048	crops/pi_b/20200811/122052
crops/pi_a/20200802/104642	crops/pi_a/20200802/104653
crops/pi_b/20200807/111626	crops/pi_b/20200807/111630
crops/pi_c/20200729/125740	crops/pi_c/20200729/125750
crops/pi_b/20200811/122439	crops/pi_b/20200811/122434
crops/pi_b/20200802/083811	crops/pi_b/20200802/083800
crops/pi_b/20200807/114928	crops/pi_b/20200807/114933
crops/pi_b/20200802/085915	crops/pi_b/20200802/085926
crops/pi_b/20200806/095553	crops/pi_b/20200806/095557
crops/pi_b/20200807/105908	crops/pi_b/20200807/105912
crops/pi_b/20200811/083033	crops/pi_b/20200811/083037
crops/pi_b/20200811/083613	crops/pi_b/20200811/083609
crops/pi_b/20200807/080322	crops/pi_b/20200807/080326
crops/pi_b/20200807/112058	crops/pi_b/20200807/112054
crops/pi_b/20200802/102121	crops/pi_b/20200802/102110
crops/pi_b/20200802/094335	crops/pi_b/20200802/094346
crops/pi_b/20200811/103743	crops/pi_b/20200811/103747
crops/pi_b/20200811/114840	crops/pi_b/20200811/114836
crops/pi_b/20200811/085338	crops/pi_b/20200811/085343
crops/pi_b/20200811/123157	crops/pi_b/20200811/123202
crops/pi_b/20200807/081719	crops/pi_b/20200807/081714
crops/pi_b/20200807/090749	crops/pi_b/20200807/090755
crops/pi_b/20200802/092714	crops/pi_b/20200802/092703
crops/pi_b/20200802/083055	crops/pi_b/20200802/083044
crops/pi_b/20200807/100028	crops/pi_b/20200807/100033
crops/pi_b/20200811/082439	crops/pi_b/20200811/082444
crops/pi_b/20200801/100108	crops/pi_b/20200801/100119
crops/pi_b/20200802/091337	crops/pi_b/20200802/091326
crops/pi_a/20200802/095607	crops/pi_a/20200802/095617
crops/pi_a/20200802/092519	crops/pi_a/20200802/092530
crops/pi_b/20200807/112834	crops/pi_b/20200807/112839
crops/pi_b/20200806/085719	crops/pi_b/20200806/085723
crops/pi_b/20200806/104922	crops/pi_b/20200806/104927
crops/pi_b/20200807/111222	crops/pi_b/20200807/111217
crops/pi_b/20200807/090244	crops/pi_b/20200807/090250
crops/pi_b/20200806/102227	crops/pi_b/20200806/102222
crops/pi_b/20200811/080319	crops/pi_b/20200811/080324
crops/pi_b/20200802/082928	crops/pi_b/20200802/082917
crops/pi_b/20200811/090701	crops/pi_b/20200811/090656
crops/pi_b/20200807/081015	crops/pi_b/20200807/081010
crops/pi_c/20200801/100340	crops/pi_c/20200801/100350
crops/pi_b/20200802/100922	crops/pi_b/20200802/100933
crops/pi_b/20200807/111612	crops/pi_b/20200807/111616
crops/pi_b/20200802/083011	crops/pi_b/20200802/083001
crops/pi_a/20200802/095335	crops/pi_a/20200802/095324
crops/pi_a/20200802/104609	crops/pi_a/20200802/104620
crops/pi_b/20200807/075550	crops/pi_b/20200807/075555
crops/pi_a/20200802/092037	crops/pi_a/20200802/092047
crops/pi_c/20200801/093820	crops/pi_c/20200801/093830
crops/pi_b/20200802/090243	crops/pi_b/20200802/090232
crops/pi_b/20200807/105514	crops/pi_b/20200807/105519
crops/pi_b/20200807/082155	crops/pi_b/20200807/082150
crops/pi_b/20200802/090504	crops/pi_b/20200802/090515
crops/pi_b/20200802/094229	crops/pi_b/20200802/094219
crops/pi_b/20200802/084800	crops/pi_b/20200802/084810
crops/pi_b/20200807/112923	crops/pi_b/20200807/112928
crops/pi_b/20200802/094735	crops/pi_b/20200802/094746
crops/pi_b/20200801/093848	crops/pi_b/20200801/093858
crops/pi_b/20200806/104806	crops/pi_b/20200806/104810
crops/pi_b/20200811/085059	crops/pi_b/20200811/085104
crops/pi_b/20200811/112135	crops/pi_b/20200811/112130
crops/pi_b/20200807/114755	crops/pi_b/20200807/114800
crops/pi_b/20200811/084925	crops/pi_b/20200811/084931
crops/pi_a/20200802/093108	crops/pi_a/20200802/093118
crops/pi_b/20200811/082746	crops/pi_b/20200811/082741
crops/pi_b/20200811/082016	crops/pi_b/20200811/082020
crops/pi_b/20200807/091746	crops/pi_b/20200807/091751
crops/pi_b/20200807/082503	crops/pi_b/20200807/082507
crops/pi_b/20200811/122103	crops/pi_b/20200811/122107
crops/pi_b/20200806/101810	crops/pi_b/20200806/101814
crops/pi_b/20200807/112140	crops/pi_b/20200807/112144
crops/pi_b/20200802/083117	crops/pi_b/20200802/083128
crops/pi_b/20200806/095242	crops/pi_b/20200806/095237
crops/pi_b/20200811/075048	crops/pi_b/20200811/075053
crops/pi_c/20200801/092950	crops/pi_c/20200801/093000
crops/pi_c/20200801/095450	crops/pi_c/20200801/095500
crops/pi_b/20200811/122651	crops/pi_b/20200811/122646
crops/pi_b/20200802/083222	crops/pi_b/20200802/083211
crops/pi_b/20200807/114814	crops/pi_b/20200807/114819
crops/pi_b/20200802/093452	crops/pi_b/20200802/093503
crops/pi_b/20200802/085821	crops/pi_b/20200802/085832
crops/pi_b/20200807/082045	crops/pi_b/20200807/082051
crops/pi_b/20200807/111806	crops/pi_b/20200807/111800
crops/pi_b/20200807/114248	crops/pi_b/20200807/114243
crops/pi_b/20200811/082800	crops/pi_b/20200811/082805
crops/pi_b/20200811/081224	crops/pi_b/20200811/081228
crops/pi_b/20200806/102426	crops/pi_b/20200806/102421
crops/pi_b/20200807/112545	crops/pi_b/20200807/112540
crops/pi_b/20200811/082856	crops/pi_b/20200811/082900
crops/pi_b/20200807/113110	crops/pi_b/20200807/113106
crops/pi_b/20200807/082626	crops/pi_b/20200807/082630
crops/pi_b/20200802/085905	crops/pi_b/20200802/085915
crops/pi_b/20200807/090500	crops/pi_b/20200807/090455
crops/pi_b/20200811/123112	crops/pi_b/20200811/123117
crops/pi_b/20200807/111824	crops/pi_b/20200807/111830
crops/pi_a/20200802/104033	crops/pi_a/20200802/104044
crops/pi_b/20200811/122743	crops/pi_b/20200811/122747
crops/pi_a/20200802/103121	crops/pi_a/20200802/103131
crops/pi_b/20200811/112333	crops/pi_b/20200811/112338
crops/pi_b/20200806/095721	crops/pi_b/20200806/095726
crops/pi_b/20200811/085650	crops/pi_b/20200811/085655
crops/pi_b/20200811/075324	crops/pi_b/20200811/075319
crops/pi_b/20200807/085309	crops/pi_b/20200807/085314
crops/pi_b/20200802/095040	crops/pi_b/20200802/095051
crops/pi_b/20200806/082022	crops/pi_b/20200806/082017
crops/pi_a/20200802/100143	crops/pi_a/20200802/100132
crops/pi_c/20200801/101610	crops/pi_c/20200801/101600
crops/pi_b/20200807/113409	crops/pi_b/20200807/113415
crops/pi_b/20200811/083510	crops/pi_b/20200811/083505
crops/pi_b/20200807/114701	crops/pi_b/20200807/114705
crops/pi_a/20200802/092309	crops/pi_a/20200802/092320
crops/pi_b/20200802/094229	crops/pi_b/20200802/094240
crops/pi_b/20200807/090329	crops/pi_b/20200807/090334
crops/pi_b/20200806/115410	crops/pi_b/20200806/115415
crops/pi_a/20200802/094703	crops/pi_a/20200802/094652
crops/pi_b/20200802/095345	crops/pi_b/20200802/095356
crops/pi_b/20200807/090646	crops/pi_b/20200807/090641
crops/pi_b/20200811/082259	crops/pi_b/20200811/082254
crops/pi_b/20200807/080002	crops/pi_b/20200807/080007
crops/pi_b/20200802/094451	crops/pi_b/20200802/094502
crops/pi_a/20200802/093550	crops/pi_a/20200802/093601
crops/pi_b/20200807/112658	crops/pi_b/20200807/112702
crops/pi_b/20200807/081322	crops/pi_b/20200807/081327
crops/pi_b/20200807/112913	crops/pi_b/20200807/112908
crops/pi_a/20200802/100708	crops/pi_a/20200802/100719
crops/pi_c/20180927/164039	crops/pi_c/20180927/164050
crops/pi_b/20200807/082233	crops/pi_b/20200807/082239
crops/pi_b/20200807/094450	crops/pi_b/20200807/094446
crops/pi_b/20200811/085526	crops/pi_b/20200811/085520
crops/pi_b/20200802/092336	crops/pi_b/20200802/092347
